Leitor — texto no cartao
O app.bin e pequeno; este arquivo fica em data/.
00310 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00311 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00312 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00313 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00314 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00315 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00316 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00317 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00318 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00319 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00320 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00321 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00322 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00323 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00324 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00325 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00326 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00327 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00328 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00329 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00330 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00331 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00332 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00333 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00334 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00335 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00336 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00337 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00338 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00339 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00340 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00341 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00342 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00343 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00344 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00345 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00346 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00347 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00348 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00349 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00350 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00351 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00352 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00353 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00354 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00355 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00356 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00357 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00358 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00359 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00360 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00361 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00362 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00363 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00364 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00365 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00366 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00367 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00368 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00369 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00370 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00371 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00372 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00373 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00374 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00375 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00376 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00377 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00378 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00379 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00380 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00381 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00382 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00383 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00384 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00385 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00386 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00387 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00388 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00389 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00390 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00391 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00392 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00393 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00394 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00395 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00396 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00397 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00398 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00399 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00400 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00401 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00402 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00403 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00404 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00405 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00406 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00407 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00408 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00409 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00410 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00411 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00412 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00413 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00414 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00415 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00416 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00417 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00418 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00419 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00420 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00421 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00422 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00423 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00424 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00425 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00426 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00427 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00428 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00429 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00430 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00431 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00432 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00433 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00434 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00435 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00436 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00437 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00438 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00439 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00440 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00441 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00442 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00443 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00444 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00445 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00446 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00447 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00448 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00449 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00450 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00451 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00452 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00453 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00454 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00455 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00456 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00457 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00458 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00459 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00460 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00461 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00462 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00463 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00464 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
